Job Title,Company,Location,Time Of Work,Job Description
Senior IT Specialist,Deutschland Technology Limited -,"Obour City, Cairo, Egypt ",Full Time,Experienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT · Network · Software Development · computer
HSE Manager,Confidential -,"Obour City, Cairo, Egypt ",Full Time,Manager · 10 - 15 Yrs of Exp · males_only · R&D/Science · Quality · Engineering - Other · HSE · Health And Safety · Engineering · Quality · Health & Safety · Safety · Management
Network Engineer,"The Micro, Small & Medium Enterprise Development Agency  -","Dokki, Giza, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · computer · Computer Science · Information Technology (IT) · Engineering · Networking · networks · Software · Security
Quality Assurance Specialist,Wham Clinics  -,"Sidi Bishr, Alexandria, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · females_only · Quality · Quality Assurance · Analysis · Communication Skills · Computer Skills · Quality · QA · ISO9001 · Auditing · Analytical
IT systems Engineer,Mercury Visual Solutions  -,"Cairo, Egypt ",Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Networking · Computer Science · Engineering
Information Technology Officer,Upwyde -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information technology · Information Technology (IT) · Software Development · Technology · CCNA
ERP Functional Support (Microsoft Dynamics - Business Central 365),Egypt Bakery Stores -,"Katameya, Cairo, Egypt ",Full Time,Experienced · 3 - 6 Yrs of Exp · males_preferred · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Maintenance
Oracle Apex Developer,Premier Services and Recruitment Overseas  -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Information Technology (IT) · Oracle · Software Development · Computer Science
Flutter Developer,Queen Tech Solutions -,"Heliopolis, Cairo, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Flutter · Software Development · Information Technology (IT) · Android · iOS · Design · Git
Devops Engineer,Spatium Software -,"Assuit, Assiut, Egypt ",Full Time,Experienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ansible · AWS · Azure · CI/CD · Cloud · Computer Science · DevOps · Information Technology (IT)
Full Stack developer - .NET Core & Angular,Spatium Software -,"Assuit, Assiut, Egypt ",Full Time,Experienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · API · CI/CD · Git · MySQL · PostgreSQL · Programming
PHP Developer (Hybrid),Kick Start Interactive -,"Dokki, Giza, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Git · API · PHP · Computer Science · Laravel · Software Development · Information Technology (IT) · Design · CMS
Android Developer,Confidential -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · android developer · Android app · Computer Science · Development · Engineering · Information Technology (IT) · Mobile Development · Mobile Landscape · Software Development
IT Help Desk Specialist,Kode Clubs - Hassan Allam Sports Clubs -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Help desk · Information Technology (IT) · Installation · Computer Science · Network · Software Installation · Ticketing Systems
Fin-Tech Software Engineering Consultant,Confidential -,"Cairo, Egypt ",Work From Home,Experienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · SSRS · ASP.Net · Software Engineering · SQL · Engineering · Agile · .Net
Senior Golang Developer,CrossWorkers -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Computer Science · Golang · Design · Git · MVC · MySQL · Software Development · PHP
Associate Unit Head / Solid area,Rameda -,"6th of October, Giza, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · Manufacturing/Production · Pharmaceutical · Production · Science · Pharmacy · Pharmaceutical · Pharmaceutical Industry · Manufacturing · solid
Presales Engineer.,Target Integrated Systems -,"Maadi, Cairo, Egypt ",Full Time,Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Communication · Communication skills · Computer Science · Engineering · Information Technology (IT) · English · network
iOS Mobile Developer,Confidential -,"Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · App Store · computer · Computer Science · iOS · OOP · Software Development · Swift
IT Help Desk Officer,Global Academic Foundation Hosting University of Hertfordshire UH -,"New Capital, Cairo, Egypt ",Full Time,Experienced · 4 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Communication skills · Computer Systems · English · Help desk · Information Technology (IT) · IT · technical · Windows
Validation Specialist - Quality Assurance,European Egyptian Pharmaceutical Industries (EEPI) -,"Ameria, Alexandria, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · Manufacturing/Production · Quality · Pharmaceutical · Pharmaceutical · Quality Assurance · Science · Pharmacy · Validation
Assistant Computer Systems Administrator,"The Micro, Small & Medium Enterprise Development Agency  -","Dokki, Giza, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Microsoft Office · Software · System Administration · SQL · Troubleshooting · Computer Science · Maintenance
Network & Security Engineer / Administrator,Global Academic Foundation Hosting University of Hertfordshire UH -,"New Capital, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Systems · Information Security · Information Technology (IT) · Engineering · Networking · Security · Communication skills · firewalls
Senior BI Developer,LINK Development -,"Cairo, Egypt ",Full Time,Entry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · BI · Software Engineering · SQL · Software Development · Power BI · SSRS · SQL Server
Data Engineer,UMX Studio -,"Dokki, Giza, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Computer Engineering · Data Analysis · Java · Python · Software · Software Engineering · Software Development · SQL · Programming
Senior PHP Developer (Laravel),Our Education -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Computer Science · Laravel · HTML5 · CSS3 · MVC · Programming · javaScript
Senior Software Tester - Quality Assurance,Confidential -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · QA · QC · Quality Control · Quality Assurance · Software Testing · Test Cases · Selenium
Product Specialist (Nasr City- Heliopolis),PRT Scientific Office -,"Nasr City, Cairo, Egypt ",Full Time,Entry Level · 0 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmacy · Veterinary · Medicine · Sales · Customer Service · Pharmaceutical · Cosmetics
SAP Business One Consultant,Asass -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · business · ERP · SAP · Sap B1 · Information Technology (IT) · English · Computer Science
IT Operations Manager,Nadco Kitchen club co -,"Riyadh, Saudi Arabia ",Full Time,Experienced · 5 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · IT · Computer Science · Information Technology (IT) · Configuration · Cloud · networks · ERP Solutions
System Administrator,Confidential -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Computer Science · CCNA · System Administration · English · System Admin · Information Technology (IT) · MCSE
Microsoft Power BI Developer,Confidential -,"Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · BI Developer · BI · Computer Science · developer · Information Technology (IT) · Microsoft · Microsoft Power BI
Backend Developer,Bright Vision   -,"Giza, Giza, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · RESTful · Software Development · Node.js · Git · Information Technology (IT) · Software Engineering · backend
Senior Backend Developer,waffarha.com -,"Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · .Net · ASP.Net · APIs · SQL · Information Technology (IT) · Software Development · Software Engineering · Testing · Computer Science
Senior Software Test Engineer,Ejada  -,"Cairo, Egypt ",Full Time,Experienced · 6 - 10 Yrs of Exp · IT/Software Development · Quality · API · Computer Science · ISTQB · Performance Testing · Quality Control · Testing
Cyber Security Engineer,PSH -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Customer Service · Engineering · firewalls · Information Technology (IT) · IT · LAN
Web Developer,Confidential -,"Katameya, Cairo, Egypt ",Freelance / Project,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · application · Computer Science · Information Technology (IT) · Integration · Software Development · SAP · SQL
